
# Description of the Experiment:
#  - We generate the costs to up to 5000 tasks for 10 and 100 resources.
#  - All resources costs follow random functions with RNG seeds starting at 100.
#  - Accuracy costs were later normalized.
#  - We schedule from 1000 to 5000 tasks in increments of 100.
#  - We run adapted versions of OLAR; MC²MKP; ELASTIC; and FedAECS; and
#    MEC and ECMTC schedulers.
#  - We use no lower or upper task assignment limits for resources.
#  - Every result is verified and logged to a CSV file.
Scheduler_Name,Num_Tasks,Num_Resources,Num_Selected_Resources,Makespan,Energy_Consumption,Training_Accuracy
OLAR,1100,100,94,4521.315836487609,222051.79222816307,0.6551534168965053
ELASTIC,1100,100,100,4995.256898307899,235377.00809850474,0.04504045238606318
FedAECS,1100,100,1,4278.382573829713,4278.382573829713,0.6184180884046779
MC²MKP,1100,100,96,547.780615569467,18483.387926818996,0.04500513744249503
MEC,1100,100,96,418.69961948191093,23081.08070899361,0.04500513842981729
ECMTC,1100,100,96,547.780615569467,18483.387926818992,0.04500513744249503
OLAR,1200,100,94,4549.577060161228,230622.08696451355,0.6551534168965053
ELASTIC,1200,100,100,4987.669393099544,240398.30739329552,0.42041883891402687
FedAECS,1200,100,1,1013.8416873463807,1013.8416873463807,0.18468755069089995
MC²MKP,1200,100,96,547.780615569467,17372.370602802708,0.04500513744249503
MEC,1200,100,97,390.87235491554907,20613.26871597081,0.04500513842981729
ECMTC,1200,100,96,547.780615569467,17372.370602802708,0.04500513744249503
OLAR,1300,100,95,4619.288170817424,233525.26861091043,0.6551534168965053
ELASTIC,1300,100,100,4879.482125372031,244374.29750694308,0.830324350623307
FedAECS,1300,100,1,736.4198606158973,736.4198606158973,0.1374443723861641
MC²MKP,1300,100,98,547.780615569467,16361.279356057299,0.04500513744249503
MEC,1300,100,97,362.9985459020418,19925.15384475319,0.04500513842981729
ECMTC,1300,100,98,547.780615569467,16361.2793560573,0.04500513744249503
OLAR,1400,100,95,4619.288170817424,234036.40044329915,0.6551534168965053
ELASTIC,1400,100,100,4978.152950453937,222606.7075263011,0.5810056502271819
FedAECS,1400,100,1,181.46178686716752,181.46178686716752,0.035662120583351324
MC²MKP,1400,100,98,547.780615569467,15543.64638050774,0.04500513744249503
MEC,1400,100,97,346.50236758986483,18162.70563878613,0.04500513842981729
