
# Description of the Experiment:
#  - We generate the costs to up to 2000 tasks for 100 resources.
#  - All resources costs follow linear functions with RNG seeds starting at 100.
#  - Time costs were generated using uniformly distributed values ranging from 1 to 10.
#  - Energy costs were generated using uniformly distributed values ranging from 0.32 to 3.2.
#  - Accuracy costs were generated using uniformly distributed values ranging from 0.2 to 2.0 (then normalized).
#  - We schedule from 200 to 2000 tasks in increments of 200.
#  - We run adapted versions of OLAR; MC²MKP; ELASTIC; and FedAECS; and
#    MEC and ECMTC schedulers.
#  - We use no lower or upper task assignment limits for resources.
#  - Each sample is composed of 5 executions of the schedulers.
#  - We get 20 samples for each pair (scheduler; tasks)
#  - The order of execution of the different schedulers is randomly defined.
#    We set shuffle seed at 1000 and increase it every time we need a new order.
#  - Every result is logged to a CSV file.
Scheduler_Name,Num_Tasks,Num_Resources,Execution_Time
MC²MKP,800,100,41.4994248419971
FedAECS,800,100,0.9654780850105453
OLAR,800,100,0.024612844004877843
OLAR,800,100,0.024725155002670363
MC²MKP,800,100,41.43906301399693
MEC,800,100,69.19382678599504
ECMTC,800,100,127.81845716199314
FedAECS,800,100,0.951598929008469
ELASTIC,800,100,0.026962114992784336
ELASTIC,800,100,0.027749585002311505
MEC,800,100,69.53161609900417
FedAECS,800,100,0.981158720998792
MC²MKP,800,100,41.48419717900106
OLAR,800,100,0.02474786399397999
ECMTC,800,100,127.75211736299389
OLAR,800,100,0.024298828997416422
FedAECS,800,100,0.9701481350057293
MEC,800,100,69.80303857800027
ECMTC,800,100,128.1330856160057
MC²MKP,800,100,41.69895959999121
ELASTIC,800,100,0.027236055000685155
ELASTIC,800,100,0.026693317005992867
OLAR,800,100,0.02534916700096801
MEC,800,100,69.58918142299808
ECMTC,800,100,128.51179969799705
MC²MKP,800,100,41.78830975299934
FedAECS,800,100,0.9667662709980505
FedAECS,1000,100,1.2383301700028824
MC²MKP,1000,100,65.42939508400741
OLAR,1000,100,0.030253461009124294
MEC,1000,100,108.9598275449971
ECMTC,1000,100,201.46303004800575
ELASTIC,1000,100,0.02690283500123769
MEC,1000,100,108.891905846991
ECMTC,1000,100,201.08946443299646
ELASTIC,1000,100,0.02706090299761854
